,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
14,921734835,20200405,202004,2020,2020.2603,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,RUS,RUSSIAN,RUS,,,,,,,,0,42,42,4,1,1.9,164,41,164,-1.96411143531945,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20200505,https://www.1590walg.com/news/us-navy-sails-warship-into-barents-sea-for-the-first-time-in-three-decades/
15,921734836,20200405,202004,2020,2020.2603,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,RUSMIL,RUSSIAN,RUS,,,,,MIL,,,0,42,42,4,1,1.9,246,41,246,-1.96411143531945,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20200505,https://www.1590walg.com/news/us-navy-sails-warship-into-barents-sea-for-the-first-time-in-three-decades/
16,921734837,20200405,202004,2020,2020.2603,JUD,PROSECUTOR,,,,,,JUD,,,,,,,,,,,,,0,10,10,1,1,0.0,30,3,30,-5.05263157894737,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,0,,,,,,,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20200505,https://www.registercitizen.com/news/article/Woman-charged-in-W-Va-with-storing-classified-15245680.php
17,921734838,20200405,202004,2020,2020.2603,JUD,PROSECUTOR,,,,,,JUD,,,,,,,,,,,,,0,353,35,3,1,7.0,30,3,30,-5.05263157894737,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,0,,,,,,,2,"Virginia, United States",US,USVA,37.768,-78.2057,VA,20200505,https://www.registercitizen.com/news/article/Woman-charged-in-W-Va-with-storing-classified-15245680.php
18,921734839,20200405,202004,2020,2020.2603,LEGSPY,SENATE,,,,,,LEG,SPY,,SPY,INTELLIGENCE COMMUNITY,,,,,,SPY,,,0,100,100,10,3,-5.0,72,36,72,-1.1798499751841498,4,"Wuhan, Hubei, China",CH,CH12,30.5833,114.26700000000001,-1930776,1,Russia,RS,RS,60.0,100.0,RS,4,"Wuhan, Hubei, China",CH,CH12,30.5833,114.26700000000001,-1930776,20200505,https://www.1590walg.com/news/trumps-spy-chief-pick-faces-questions-about-his-resume-and-ties-to-the-president/
19,921734840,20200405,202004,2020,2020.2603,LEGSPY,SENATE,,,,,,LEG,SPY,,SPY,INTELLIGENCE COMMUNITY,,,,,,SPY,,,0,100,100,10,3,-5.0,296,37,296,-1.1804162064951,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,1,Russia,RS,RS,60.0,100.0,RS,20200505,https://www.1590walg.com/news/trumps-spy-chief-pick-faces-questions-about-his-resume-and-ties-to-the-president/
20,921734841,20200405,202004,2020,2020.2603,RUS,RUSSIAN,RUS,,,,,,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,43,43,4,1,2.8,164,41,164,-1.96411143531945,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20200505,https://www.1590walg.com/news/us-navy-sails-warship-into-barents-sea-for-the-first-time-in-three-decades/
21,921734842,20200405,202004,2020,2020.2603,RUS,RUSSIAN,RUS,,,,,,,,UAF,FIGHTER,,,,,,UAF,,,0,195,195,19,4,-10.0,287,41,287,-1.96411143531945,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20200505,https://www.1590walg.com/news/us-navy-sails-warship-into-barents-sea-for-the-first-time-in-three-decades/
22,921734843,20200405,202004,2020,2020.2603,RUSMIL,RUSSIAN,RUS,,,,,MIL,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,43,43,4,1,2.8,246,41,246,-1.96411143531945,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561,20200505,https://www.1590walg.com/news/us-navy-sails-warship-into-barents-sea-for-the-first-time-in-three-decades/
23,921734844,20200405,202004,2020,2020.2603,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,72,72,7,2,8.3,2,1,2,-0.9746588693957099,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,0,,,,,,,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,20200505,https://patch.com/colorado/denver/co-gov-paul-cary-served-his-community-heroically-years
24,921734845,20200405,202004,2020,2020.2603,USA,COLORADO,USA,,,,,,,,USAJUD,UNITED STATES,USA,,,,,JUD,,,1,51,51,5,1,3.4,8,2,8,-8.24175824175822,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,3,"Summit County, Colorado, United States",US,USCO,39.6,-106.01700000000001,198174,20200505,https://www.summitdaily.com/news/court-of-appeals-affirms-convictions-in-swan-mountain-attempted-murder/
25,921734846,20200405,202004,2020,2020.2603,USA,UNITED STATES,USA,,,,,,,,USAJUD,UNITED STATES,USA,,,,,JUD,,,1,173,173,17,4,-5.0,8,2,8,-8.24175824175822,3,"Summit County, Colorado, United States",US,USCO,39.6,-106.01700000000001,198174,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,3,"Summit County, Colorado, United States",US,USCO,39.6,-106.01700000000001,198174,20200505,https://www.summitdaily.com/news/court-of-appeals-affirms-convictions-in-swan-mountain-attempted-murder/
26,921734847,20200405,202004,2020,2020.2603,USAJUD,COLORADO,USA,,,,,JUD,,,,,,,,,,,,,1,51,51,5,1,3.4,12,2,12,-8.24175824175822,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,0,,,,,,,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,20200505,https://www.summitdaily.com/news/court-of-appeals-affirms-convictions-in-swan-mountain-attempted-murder/
27,921734848,20200405,202004,2020,2020.2603,USAJUD,COLORADO,USA,,,,,JUD,,,,,,,,,,,,,1,173,173,17,4,-5.0,12,2,12,-8.24175824175822,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,0,,,,,,,2,"Colorado, United States",US,USCO,39.0646,-105.32700000000001,CO,20200505,https://www.summitdaily.com/news/court-of-appeals-affirms-convictions-in-swan-mountain-attempted-murder/
28,921734849,20200428,202004,2020,2020.3233,,,,,,,,,,,AFG,AFGHANISTAN,AFG,,,,,,,,0,42,42,4,1,1.9,3,1,3,-3.75354107648726,0,,,,,,,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200505,https://www.washingtontimes.com/news/2020/may/4/us-troop-withdraw-afghanistan-advances-despite-tal/
29,921734850,20200428,202004,2020,2020.3233,,,,,,,,,,,COP,DEPUTY,,,,,,COP,,,1,36,36,3,1,4.0,2,1,2,-3.04709141274238,0,,,,,,,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,20200505,https://www.bluemountaineagle.com/news/deputy-on-paid-leave-for-more-than-a-year-pleads-guilty-to-duii/article_29ef60de-8e5a-11ea-af46-63bec5b06a04.html
30,921734851,20200428,202004,2020,2020.3233,AFG,AFGHANISTAN,AFG,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,30,30,3,1,4.0,2,1,2,-3.75354107648726,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,4,"Kabul, Kabol, Afghanistan",AF,AF13,34.5167,69.1833,-3378435,20200505,https://www.washingtontimes.com/news/2020/may/4/us-troop-withdraw-afghanistan-advances-despite-tal/
31,921734852,20200428,202004,2020,2020.3233,BGD,BANGLADESH,BGD,,,,,,,,MMR,RAKHINE STATE,MMR,,,,,,,,1,180,180,18,4,-9.0,14,7,14,-7.805907172995781,4,"Bhasan Char, Bangladesh (general), Bangladesh",BG,BG00,23.4333,90.55,-2713709,4,"Bhasan Char, Bangladesh (general), Bangladesh",BG,BG00,23.4333,90.55,-2713709,4,"Bhasan Char, Bangladesh (general), Bangladesh",BG,BG00,23.4333,90.55,-2713709,20200505,https://www.peoriapublicradio.org/post/bangladesh-sends-28-rohingya-refugees-cyclone-prone-island-over-covid-19-fears
32,921734853,20200428,202004,2020,2020.3233,BGD,BANGLADESH,BGD,,,,,,,,MMRMIL,MYANMAR,MMR,,,,,MIL,,,1,91,91,9,2,-2.0,14,7,14,-7.805907172995781,4,"Bhasan Char, Bangladesh (general), Bangladesh",BG,BG00,23.4333,90.55,-2713709,4,"Bhasan Char, Bangladesh (general), Bangladesh",BG,BG00,23.4333,90.55,-2713709,4,"Bhasan Char, Bangladesh (general), Bangladesh",BG,BG00,23.4333,90.55,-2713709,20200505,https://www.peoriapublicradio.org/post/bangladesh-sends-28-rohingya-refugees-cyclone-prone-island-over-covid-19-fears
33,921734854,20200428,202004,2020,2020.3233,COP,DEPUTY,,,,,,COP,,,,,,,,,,,,,1,15,15,1,1,0.0,2,1,2,-3.04709141274238,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,0,,,,,,,3,"John Day, Oregon, United States",US,USOR,44.416000000000004,-118.95299999999999,1144303,20200505,https://www.bluemountaineagle.com/news/deputy-on-paid-leave-for-more-than-a-year-pleads-guilty-to-duii/article_29ef60de-8e5a-11ea-af46-63bec5b06a04.html
34,921734855,20200428,202004,2020,2020.3233,COP,DEPUTY,,,,,,COP,,,,,,,,,,,,,1,36,36,3,1,4.0,2,1,2,-3.04709141274238,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,0,,,,,,,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,20200505,https://www.bluemountaineagle.com/news/deputy-on-paid-leave-for-more-than-a-year-pleads-guilty-to-duii/article_29ef60de-8e5a-11ea-af46-63bec5b06a04.html
35,921734856,20200428,202004,2020,2020.3233,COP,DEPUTY,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,36,36,3,1,4.0,8,1,8,-3.04709141274238,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,3,"Grant County, Oregon, United States",US,USOR,44.5002,-119.001,1135851,20200505,https://www.bluemountaineagle.com/news/deputy-on-paid-leave-for-more-than-a-year-pleads-guilty-to-duii/article_29ef60de-8e5a-11ea-af46-63bec5b06a04.html
36,921734857,20200428,202004,2020,2020.3233,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,1,10,10,1,1,0.0,1,1,1,-2.83975659229209,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,0,,,,,,,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,20200505,https://www.mprnews.org/story/2020/05/04/more-pfas-foam-found-in-twin-cities-battle-creek
37,921734858,20200428,202004,2020,2020.3233,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,1,40,40,4,1,1.0,2,1,2,-2.83975659229209,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,0,,,,,,,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,20200505,https://www.mprnews.org/story/2020/05/04/more-pfas-foam-found-in-twin-cities-battle-creek
38,921734859,20200428,202004,2020,2020.3233,CVL,RESIDENTS,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,10,10,1,1,0.0,2,1,2,-2.83975659229209,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,20200505,https://www.mprnews.org/story/2020/05/04/more-pfas-foam-found-in-twin-cities-battle-creek
39,921734860,20200428,202004,2020,2020.3233,CVL,RESIDENTS,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,1,40,40,4,1,1.0,8,1,8,-2.83975659229209,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,3,"Battle Creek, Michigan, United States",US,USMI,42.3212,-85.1797,620755,20200505,https://www.mprnews.org/story/2020/05/04/more-pfas-foam-found-in-twin-cities-battle-creek
40,921734861,20200428,202004,2020,2020.3233,FJICOP,FIJI,FJI,,,,,COP,,,CVL,VILLAGE,,,,,,CVL,,,1,1821,182,18,4,-9.0,10,1,10,-9.25925925925926,1,Fiji,FJ,FJ,-18.0,178.0,FJ,1,Fiji,FJ,FJ,-18.0,178.0,FJ,1,Fiji,FJ,FJ,-18.0,178.0,FJ,20200505,https://www.rnz.co.nz/international/pacific-news/415851/fiji-police-investigate-sexual-assault-of-a-toddler
41,921734862,20200428,202004,2020,2020.3233,GOV,ADMINISTRATION,,,,,,GOV,,,LEG,SENATE,,,,,,LEG,,,0,130,130,13,3,-4.4,6,2,6,0.13089005235602,3,"Capitol Hill, District of Columbia, United States",US,USDC,38.889,-77.0003,529313,3,"Capitol Hill, District of Columbia, United States",US,USDC,38.889,-77.0003,529313,3,"Capitol Hill, District of Columbia, United States",US,USDC,38.889,-77.0003,529313,20200505,https://japantoday.com/category/world/update-1-u.s.-senate-returns-to-washington-amid-concerns-about-coronavirus-risk
42,921734863,20200428,202004,2020,2020.3233,GOV,PRESIDENT,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,25,25,2,1,-0.3,18,3,18,-1.15765143542589,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20200505,https://www.heraldtribune.com/news/20200504/coronavirus-florida-restaurants-and-retailers-begin-phased-in-reopening
43,921734864,20200428,202004,2020,2020.3233,GOV,PRESIDENT,,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,0,20,20,2,1,3.0,22,20,22,-3.3832462558677,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,45.7326,-93.9196,MN,20200505,https://www.phillytrib.com/news/health/coronavirus/trump-pushes-economy-reopening-says-virus-could-kill-100k/article_2c2aa0ec-243e-5088-adc2-e9ae6fa91666.html
44,921734865,20200428,202004,2020,2020.3233,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,110,110,11,3,-2.0,20,10,20,-4.61168615478688,1,Israel,IS,IS,31.5,34.75,IS,1,Iran,IR,IR,32.0,53.0,IR,1,Iran,IR,IR,32.0,53.0,IR,20200505,https://www.france24.com/en/20200504-syrian-army-says-israeli-jets-struck-military-outposts-near-aleppo
45,921734866,20200428,202004,2020,2020.3233,ISR,ISRAELI,ISR,,,,,,,,IRN,IRAN,IRN,,,,,,,,1,110,110,11,3,-2.0,14,7,14,-4.8705229712224005,1,Israel,IS,IS,31.5,34.75,IS,1,Iran,IR,IR,32.0,53.0,IR,1,Israel,IS,IS,31.5,34.75,IS,20200505,https://www.france24.com/en/20200504-syrian-army-says-israeli-jets-struck-military-outposts-near-aleppo
46,921734867,20200428,202004,2020,2020.3233,ISRGOVMIL,ISRAELI,ISR,,,,,GOV,MIL,,IRN,IRAN,IRN,,,,,,,,1,110,110,11,3,-2.0,56,10,56,-4.61168615478688,1,Israel,IS,IS,31.5,34.75,IS,1,Iran,IR,IR,32.0,53.0,IR,1,Iran,IR,IR,32.0,53.0,IR,20200505,https://www.france24.com/en/20200504-syrian-army-says-israeli-jets-struck-military-outposts-near-aleppo
47,921734868,20200428,202004,2020,2020.3233,ISRGOVMIL,ISRAEL,ISR,,,,,GOV,MIL,,ISR,ISRAELI,ISR,,,,,,,,1,13,13,1,1,0.4,9,8,9,-4.586986410228519,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,20200505,https://www.france24.com/en/20200504-syrian-army-says-israeli-jets-struck-military-outposts-near-aleppo
48,921734869,20200428,202004,2020,2020.3233,ISRGOVMIL,ISRAELI,ISR,,,,,GOV,MIL,,ISRMED,ISRAELI,ISR,,,,,MED,,,1,10,10,1,1,0.0,48,8,48,-4.586986410228519,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,20200505,https://www.france24.com/en/20200504-syrian-army-says-israeli-jets-struck-military-outposts-near-aleppo
49,921734870,20200428,202004,2020,2020.3233,JUD,COURT JUDGE,,,,,,JUD,,,,,,,,,,,,,1,51,51,5,1,3.4,18,3,18,-3.2934131736527004,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20200505,https://www.saukvalley.com/2020/05/04/federal-judge-rules-against-lena-church-on-stay-home-order/aqlqtd5/
50,921734871,20200428,202004,2020,2020.3233,JUD,COURT JUDGE,,,,,,JUD,,,,,,,,,,,,,1,114,114,11,3,-2.0,18,3,18,-3.2934131736527004,1,United States,US,US,39.828175,-98.5795,US,0,,,,,,,1,United States,US,US,39.828175,-98.5795,US,20200505,https://www.saukvalley.com/2020/05/04/federal-judge-rules-against-lena-church-on-stay-home-order/aqlqtd5/
51,921734872,20200428,202004,2020,2020.3233,JUD,JUDGE,,,,,,JUD,,,BUS,BUSINESS,,,,,,BUS,,,1,120,120,12,3,-4.0,130,13,130,-5.082207833852309,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20200505,https://www.wlkm.com/2020/05/state-docs-have-discretion-order-eases-burden-on-morgues/
52,921734873,20200428,202004,2020,2020.3233,JUD,JUDGE,,,,,,JUD,,,CVL,RESIDENTS,,,,,,CVL,,,1,120,120,12,3,-4.0,130,13,130,-5.082207833852309,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,43.3504,-84.5603,MI,20200505,https://www.wlkm.com/2020/05/state-docs-have-discretion-order-eases-burden-on-morgues/
53,921734874,20200428,202004,2020,2020.3233,JUD,FEDERAL JUDGE,,,,,,JUD,,,MED,NEWSPAPER,,,,,,MED,,,0,10,10,1,1,0.0,290,56,290,-4.89139469914068,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,-15.7833,-47.9167,-631243,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,-15.7833,-47.9167,-631243,4,"Brasilia, Distrito Federal, Brazil",BR,BR07,-15.7833,-47.9167,-631243,20200505,https://www.washingtontimes.com/news/2020/may/4/in-fight-over-brazil-leaders-virus-test-crisis-loo/
54,921734875,20200428,202004,2020,2020.3233,JUD,COURT JUDGE,,,,,,JUD,,,USA,UNITED STATES,USA,,,,,,,,1,114,114,11,3,-2.0,12,3,12,-3.2934131736527004,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20200505,https://www.saukvalley.com/2020/05/04/federal-judge-rules-against-lena-church-on-stay-home-order/aqlqtd5/
